LABEL,S,2E,lambda,Tc,kappa,K
t6367,15,68,1.2875265769681798,2.531475059322096,4.533333333333333,6
t6368,11,48,1.2460118095887396,2.423659636263871,4.363636363636363,6
t6369,17,84,1.3951208237606283,2.869480689393076,4.941176470588236,6
t6370,28,144,1.4355768494121568,2.996270823923147,5.142857142857143,6
t6371,45,216,1.3419721113104932,2.6349909518138657,4.8,6
t6372,48,198,1.1787966040590705,2.2515554057316143,4.125,6
t6373,27,114,1.2061789134295435,2.3206982412985697,4.222222222222222,6
t6374,20,96,1.353504804803792,2.7390463735192734,4.8,6
t6375,56,240,1.2221761947386645,2.35077702419336,4.285714285714286,6
t6376,60,240,1.144159276845788,2.1646183485438195,4.0,6
t6377,50,222,1.2571951337544451,2.4387173552575234,4.44,6
t6378,55,228,1.1853751276190947,2.25550277718939,4.1454545454545455,6
t6379,49,210,1.2171384241193333,2.3174476286069106,4.285714285714286,6
t6380,43,186,1.2306671803977447,2.3649888923465605,4.325581395348837,6
t6381,18,78,1.2365052339590146,2.395867381731545,4.333333333333333,6
t6382,20,88,1.2542979352221666,2.4500262151855208,4.4,6
t6383,54,216,1.1456585736073266,2.152784451077561,4.0,6
t6384,20,88,1.25322966081317,2.438695693204847,4.4,6
t6385,55,228,1.184866086857561,2.2527450032111926,4.1454545454545455,6
t6386,56,240,1.221505117903801,2.3420086052095987,4.285714285714286,6
t6387,17,72,1.1938732133407797,2.224291415225835,4.235294117647059,6
t6388,20,90,1.2624821495975451,2.416583748457042,4.5,6
t6389,18,78,1.2286335455569497,2.336210622174904,4.333333333333333,6
t6390,49,210,1.2165437372291072,2.3134237778351023,4.285714285714286,6
t6391,43,186,1.2299874526042736,2.3601792021551304,4.325581395348837,6
t6392,20,88,1.2472126787142237,2.392595360925694,4.4,6
t6393,20,80,1.145844527697548,2.173266702055332,4.0,6
t6394,18,72,1.1428957079267426,2.1590760149996706,4.0,6
t6395,18,72,1.1441872428297013,2.1684756178397184,4.0,6
t6396,20,80,1.14605768298337,2.176349735049249,4.0,6
t6397,18,72,1.1431377064262491,2.162611165704829,4.0,6
t6398,18,72,1.144423504875139,2.17189883252492,4.0,6
t6399,18,80,1.2627929194427814,2.470645267198399,4.444444444444445,6
t6400,18,80,1.262792754270911,2.470645267182072,4.444444444444445,6
t6401,16,72,1.271477695264972,2.4961576729094164,4.5,6
t6402,17,68,1.1332325357801594,2.1121256275793656,4.0,6
t6403,17,68,1.1360583714107515,2.1332102733077765,4.0,6
t6404,18,80,1.2476633087403142,2.4065094985646485,4.444444444444445,6
t6405,17,68,1.1360339328044478,2.133210273318749,4.0,6
t6406,17,68,1.1387798221175034,2.1531643823885047,4.0,6
t6407,18,80,1.2500659020212035,2.4205110395151013,4.444444444444445,6
t6408,18,88,1.3640338100574243,2.741918944266332,4.888888888888889,6
t6409,18,88,1.364033993882761,2.7419189442663283,4.888888888888889,6
t6410,16,80,1.3846951299632375,2.804319608662185,5.0,6
t6411,16,80,1.384695368126852,2.804319608635721,5.0,6
t6412,18,72,1.142776442890347,2.157288219387368,4.0,6
t6413,18,72,1.144068600746878,2.166745206446659,4.0,6
t6414,18,72,1.1430189923202108,2.16085025016703,4.0,6
t6415,18,72,1.1443052237793645,2.170193421513744,4.0,6
t6416,18,80,1.2626804731783827,2.469659335499798,4.444444444444445,6
t6417,18,80,1.262680434019034,2.469659335499798,4.444444444444445,6
t6418,16,72,1.271352003224165,2.49509938199736,4.5,6
t6419,17,68,1.133100083494858,2.1100064491622224,4.0,6
t6420,17,68,1.135926714809726,2.1312440364757177,4.0,6
t6421,18,80,1.2475430420353204,2.4054065252341243,4.444444444444445,6
t6422,17,68,1.1359077527518684,2.131244036464738,4.0,6
t6423,17,68,1.1386548423700549,2.151330104776246,4.0,6
t6424,18,80,1.2499509184702715,2.4194559823281154,4.444444444444445,6
t6425,18,88,1.3639336529105932,2.7412963266012724,4.888888888888889,6
t6426,18,88,1.363933464701028,2.7412963265790515,4.888888888888889,6
t6427,16,80,1.384583658360814,2.8036871382904365,5.0,6
t6428,16,80,1.384583396914738,2.8036871382639297,5.0,6
t6429,18,76,1.2032742923102753,2.300350711479846,4.222222222222222,6
t6430,60,240,1.143530601353889,2.158405960778268,4.0,6
t6431,16,64,1.139320448207538,2.1433194401109725,4.0,6
t6432,16,64,1.1422439004364997,2.1645527119805243,4.0,6
t6433,17,76,1.2598422343693918,2.452474816421339,4.470588235294118,6
t6434,16,64,1.1407988854699431,2.154085479040005,4.0,6
t6435,16,64,1.1390462767445306,2.139142174669612,4.0,6
t6436,16,64,1.141977563829473,2.160674222022902,4.0,6
t6437,17,76,1.2596108399310677,2.4503331860808046,4.470588235294118,6
t6438,16,64,1.1405267774362489,2.1500632636517696,4.0,6
t6439,17,84,1.3810146429270247,2.807777193161052,4.941176470588236,6
t6440,17,84,1.381014855864494,2.807777193161058,4.941176470588236,6
t6441,15,76,1.4052600998336202,2.8853900817899567,5.066666666666666,6
t6442,15,76,1.405260417262084,2.885390081765911,5.066666666666666,6
t6443,16,72,1.274029017728706,2.4919969234164023,4.5,6
t6444,16,72,1.2740291486497306,2.4919969233998174,4.5,6
t6445,17,76,1.2577813958641444,2.4442630774149463,4.470588235294118,6
t6446,14,64,1.2855675099792196,2.5244858907360808,4.571428571428571,6
t6447,16,72,1.2754185125413524,2.499304931970305,4.5,6
t6448,16,72,1.2754183767734462,2.499304931970299,4.5,6
t6449,17,76,1.260453624541213,2.458583533705593,4.470588235294118,6
t6450,14,64,1.287147288643113,2.532538322936269,4.571428571428571,6
t6451,18,88,1.3646221950040565,2.741607522126374,4.888888888888889,6
t6452,9,44,1.364624841776573,2.741607522108388,4.888888888888889,6
t6453,9,44,1.3646244021846083,2.741607522108376,4.888888888888889,6
t6454,16,72,1.273079917634177,2.470269021597063,4.5,6
t6455,17,76,1.2698428426254815,2.481917808585938,4.470588235294118,6
t6456,16,72,1.2737116300672524,2.474296657810461,4.5,6
t6457,12,52,1.2295668638236652,2.3717091519236524,4.333333333333333,6
t6458,24,104,1.2314325048340826,2.382720499513714,4.333333333333333,6
t6459,17,68,1.1451659832232832,2.1531019502670303,4.0,6
t6460,15,64,1.2176770111637278,2.3457259510260027,4.266666666666667,6
t6461,19,76,1.1440037070549196,2.159946696754188,4.0,6
t6462,17,84,1.3826735157049772,2.781580552182256,4.941176470588236,6
t6463,18,88,1.3736628929623602,2.7741434935594134,4.888888888888889,6
t6464,22,104,1.3310214478343871,2.630128041305003,4.727272727272728,6
t6465,20,90,1.2626749861012785,2.3953798292216115,4.5,6
t6466,18,84,1.3075770485716365,2.533307456948113,4.666666666666667,6
t6467,18,88,1.3637276975475792,2.70140385418319,4.888888888888889,6
t6468,60,276,1.2878030368448814,2.4533456927939072,4.6,6
t6469,18,80,1.263651589480736,2.4608276371462834,4.444444444444445,6
t6470,16,76,1.343771983203638,2.694880296965924,4.75,6
t6471,18,88,1.3640760619676473,2.707641996218169,4.888888888888889,6
t6472,17,84,1.3831627754243003,2.797950211015959,4.941176470588236,6
t6473,33,156,1.32808116636465,2.618376979249301,4.727272727272728,6
t6474,11,52,1.3310951272566622,2.6309466732266507,4.727272727272728,6
t6475,17,78,1.2983994311779,2.546876261337532,4.588235294117647,6
t6476,17,76,1.26544813931496,2.4461800543420584,4.470588235294118,6
t6477,50,222,1.2565309753988427,2.433780288857556,4.44,6
t6478,9,40,1.2637228655728836,2.461870648922156,4.444444444444445,6
t6479,18,80,1.2627997497620769,2.458547767684141,4.444444444444445,6
t6480,31,138,1.2481095496368282,2.3227078252212974,4.451612903225806,6
t6481,30,126,1.183914211384437,2.175227440531609,4.2,6
t6482,54,270,1.3987996363954744,2.84376392237546,5.0,6
t6483,48,246,1.4282817705074686,2.9555706992210804,5.125,6
t6484,60,288,1.352081279619688,2.714148384860568,4.8,6
t6485,48,216,1.2790483835425135,2.502427702198824,4.5,6
t6486,54,270,1.399924297904764,2.859981333617397,5.0,6
t6487,48,246,1.4295080842733812,2.9740516006419107,5.125,6
t6488,48,216,1.280368648475864,2.5227853590481346,4.5,6
t6489,38,186,1.3808229454571592,2.8309511582533298,4.894736842105263,6
t6490,38,186,1.3808198816293984,2.830747789347768,4.894736842105263,6
t6491,16,76,1.3386056167492957,2.6772810917746472,4.75,6
t6492,22,92,1.1738211503527458,2.133022689277435,4.181818181818182,6
t6493,18,84,1.323145937845079,2.640517509659163,4.666666666666667,6
t6494,20,94,1.3315742514279587,2.6637518488280207,4.7,6
t6495,18,84,1.3225871184016236,2.635007620714923,4.666666666666667,6
t6496,20,94,1.3310485287436982,2.659677613491955,4.7,6
t6497,16,68,1.2128199868586218,2.324972609794923,4.25,6
t6498,54,252,1.3099698740655,2.550224198497323,4.666666666666667,6
t6499,37,174,1.332115139813545,2.674975723255136,4.702702702702703,6
t6500,37,174,1.3320328659186873,2.675624310682823,4.702702702702703,6
t6501,17,78,1.2777259078293748,2.408099214037905,4.588235294117647,6
t6502,20,96,1.332852979953268,2.59835937727074,4.8,6
t6503,18,90,1.3850525642004397,2.758470000666845,5.0,6
t6504,37,156,1.183870834627432,2.190959560371818,4.216216216216216,6
t6505,37,150,1.1436027619940838,2.1232577611453904,4.054054054054054,6
t6506,31,138,1.247741300991494,2.362368372963049,4.451612903225806,6
t6507,30,144,1.3331957754860002,2.6228681083041505,4.8,6
t6508,31,150,1.3423591229021752,2.6428016683846205,4.838709677419355,6
t6509,17,78,1.2775086713911576,2.4364587267381426,4.588235294117647,6
t6510,20,96,1.3335169320439588,2.592581006576051,4.8,6
t6511,16,66,1.1624273392577742,2.1599319369296395,4.125,6
t6512,12,54,1.2612821502135592,2.393430390917378,4.5,6
t6513,11,48,1.224124272578957,2.292865932891703,4.363636363636363,6
t6514,31,138,1.247503275572848,2.358919452436452,4.451612903225806,6
t6515,24,108,1.2612833021390897,2.3933547707047955,4.5,6
t6516,15,60,1.130996671393338,2.108735235382312,4.0,6
t6517,16,72,1.256922503340532,2.419171870769025,4.5,6
t6518,19,84,1.2386501491115467,2.32997487563826,4.421052631578948,6
t6519,15,60,1.131033776547399,2.108735235382305,4.0,6
t6520,15,60,1.134158664052337,2.1321431432640745,4.0,6
t6521,16,72,1.259686320813458,2.434737277264148,4.5,6
t6522,16,80,1.3880245222081435,2.801314184302081,5.0,6
t6523,16,80,1.3880243735877935,2.8013141843020857,5.0,6
t6524,14,72,1.4150687932131265,2.88254409822872,5.142857142857143,6
t6525,14,72,1.4150687536287727,2.8825440982287245,5.142857142857143,6
t6526,12,60,1.381476329758205,2.7744598495261377,5.0,6
t6527,11,48,1.2215689392515163,2.3017727781600765,4.363636363636363,6
t6528,12,54,1.2550177766850978,2.389276818108277,4.5,6
t6529,15,60,1.1294089477695273,2.096446746239056,4.0,6
t6530,15,60,1.132580174920466,2.120623971877005,4.0,6
t6531,15,68,1.2741029462831577,2.467882978010722,4.533333333333333,6
t6532,15,68,1.2741037370949706,2.4678829780107274,4.533333333333333,6
t6533,13,60,1.2866713340414095,2.4988327813501328,4.615384615384615,6
t6534,15,60,1.1326162809486102,2.120623971865989,4.0,6
t6535,16,72,1.258403403417106,2.427028053953457,4.5,6
t6536,16,72,1.2622565884180683,2.3993431708412887,4.5,6
t6537,16,72,1.262246195456148,2.3983963847519028,4.5,6
t6538,19,84,1.2423719841995031,2.3534807989282416,4.421052631578948,6
t6539,20,96,1.33711161341547,2.61363265718048,4.8,6
t6540,31,150,1.3435000328950768,2.6068963152645,4.838709677419355,6
t6541,10,48,1.3372186635325678,2.6219597383657685,4.8,6
t6542,11,54,1.3631283253808564,2.704096049434724,4.909090909090909,6
t6543,20,96,1.3371859995127242,2.6176861052119835,4.8,6
t6544,22,96,1.2278710660243322,2.3218685441055285,4.363636363636363,6
t6545,11,48,1.227873272220921,2.321667718446333,4.363636363636363,6
t6546,11,48,1.2240317611940728,2.298652517057711,4.363636363636363,6
t6547,10,48,1.329564597550578,2.592202386043694,4.8,6
t6548,11,54,1.3557792487526248,2.670899354919301,4.909090909090909,6
t6549,11,48,1.2258100461266157,2.310364672980347,4.363636363636363,6
t6550,12,54,1.2611283529291966,2.4092640272908423,4.5,6
t6551,22,96,1.225461900796324,2.329679746830884,4.363636363636363,6
t6552,11,48,1.2254608959314086,2.32967974683089,4.363636363636363,6
t6553,24,108,1.2614432758672016,2.393309796318273,4.5,6
t6554,17,78,1.2862402948321825,2.4775914491581634,4.588235294117647,6
t6555,11,60,1.4885730607239362,3.104674645122474,5.454545454545454,6
t6556,12,66,1.4991705270397064,3.145096668754976,5.5,6
t6557,42,210,1.3840095284639349,2.731406554535433,5.0,6
t6558,11,54,1.3654292225424984,2.709236596158453,4.909090909090909,6
t6559,12,60,1.386761951122987,2.7814903331387937,5.0,6
t6560,36,174,1.3484008041229067,2.651807807281704,4.833333333333333,6
t6561,18,90,1.3853356096032523,2.774899248364576,5.0,6
t6562,10,48,1.3375897952153348,2.614877490747792,4.8,6
t6563,11,54,1.3635221347936557,2.6905506420404097,4.909090909090909,6
t6564,12,60,1.3871033713706162,2.774899093091545,5.0,6
t6565,24,120,1.3871057301045626,2.77470230032872,5.0,6
t6566,11,54,1.3590694361709497,2.6659810972868763,4.909090909090909,6
t6567,12,60,1.380622462621408,2.7335256314634457,5.0,6
t6568,11,54,1.3598201031802004,2.666881784536192,4.909090909090909,6
t6569,38,168,1.243063803276482,2.366535614759378,4.421052631578948,6
t6570,39,180,1.2923969479327782,2.4960158900981457,4.615384615384615,6
t6571,42,210,1.3846370244535358,2.8052601953626186,5.0,6
t6572,32,150,1.311012547171551,2.5711019796075005,4.6875,6
t6573,36,174,1.3454906518979486,2.671980704161822,4.833333333333333,6
t6574,16,72,1.2610967393382564,2.4423060725845147,4.5,6
t6575,16,80,1.3892740500565577,2.8067139121645424,5.0,6
t6576,16,80,1.3892741978777017,2.8067139121434828,5.0,6
t6577,14,72,1.4164852401082713,2.888254335182157,5.142857142857143,6
t6578,14,72,1.4164852644948027,2.8882543352071988,5.142857142857143,6
t6579,24,120,1.3831397122769216,2.7817800647474864,5.0,6
t6580,15,68,1.2770111944727331,2.483649072168882,4.533333333333333,6
t6581,15,68,1.277011622744734,2.483649072152083,4.533333333333333,6
t6582,13,60,1.2899997336707614,2.51634990637436,4.615384615384615,6
t6583,37,156,1.1908835402737137,2.2498269541021974,4.216216216216216,6
t6584,22,114,1.4301505994557269,2.928852609375003,5.181818181818182,6
t6585,36,174,1.3497544759934703,2.666998952180626,4.833333333333333,6
t6586,16,78,1.35892548623061,2.694927096562725,4.875,6
t6587,18,90,1.3880257647711476,2.781548707502482,5.0,6
t6588,13,60,1.292449658284722,2.490396754902147,4.615384615384615,6
t6589,20,96,1.338967834282691,2.6274129612125527,4.8,6
t6590,16,72,1.264564508993169,2.435134738262008,4.5,6
t6591,22,96,1.2294797562942974,2.3543963659930744,4.363636363636363,6
t6592,11,48,1.2294793300586004,2.354396366007341,4.363636363636363,6
t6593,15,84,1.52527182362751,3.2607753118430667,5.6,6
t6594,14,72,1.4231333212430617,2.8924359853764754,5.142857142857143,6
t6595,42,216,1.421302907077592,2.8763042182909446,5.142857142857143,6
t6596,18,90,1.3895581026239174,2.784669101489602,5.0,6
t6597,20,96,1.3414201676601336,2.634413910140872,4.8,6
t6598,14,72,1.4212854391364238,2.886702756250443,5.142857142857143,6
t6599,14,72,1.4213575551307709,2.8889724257467915,5.142857142857143,6
t6600,11,54,1.3690520487942173,2.718256979310566,4.909090909090909,6
t6601,24,120,1.3882512443805393,2.7768554064932967,5.0,6
t6602,16,80,1.3928858421015455,2.8040032915142805,5.0,6
t6603,16,80,1.3928859456126992,2.8040032914968465,5.0,6
t6604,14,72,1.4213965708113645,2.885390081768572,5.142857142857143,6
t6605,31,150,1.350509812164644,2.66103833323924,4.838709677419355,6
t6606,20,96,1.3414184936215188,2.634837809750057,4.8,6
t6607,24,120,1.3881129908653849,2.7781083997195832,5.0,6
t6608,12,60,1.3881130534083956,2.778108399719584,5.0,6
t6609,50,258,1.4211072890265215,2.851773386103233,5.16,6
t6610,56,276,1.3753400808368847,2.745532541674206,4.928571428571429,6
t6611,45,216,1.344210936870078,2.652828562232408,4.8,6
t6612,49,228,1.291428236265736,2.386690006823226,4.653061224489796,6
t6613,49,228,1.2926421088610385,2.397458871545247,4.653061224489796,6
t6614,48,216,1.2566192415627682,2.3045362478894504,4.5,6
t6615,45,216,1.346856317275808,2.669944801285684,4.8,6
t6616,11,56,1.4261722262764591,2.9473458732937523,5.090909090909091,6
t6617,12,62,1.442022431970672,2.999883842747734,5.166666666666667,6
t6618,12,62,1.4422052195113193,2.999883842765237,5.166666666666667,6
t6619,12,64,1.4770793631611676,3.1185209771564546,5.333333333333333,6
t6620,11,60,1.5021228289308068,3.2075825620136764,5.454545454545454,6
t6621,12,66,1.5115641899833243,3.2416133886222243,5.5,6
t6622,12,62,1.4421940591920626,2.9998838427480408,5.166666666666667,6
t6623,11,60,1.502601924426289,3.207582562012269,5.454545454545454,6
t6624,12,66,1.5120109436491775,3.2416133886007565,5.5,6
t6625,11,60,1.5026417719848066,3.207582561993352,5.454545454545454,6
t6626,12,66,1.5118634848667545,3.241613388600774,5.5,6
t6627,11,64,1.577844090233077,3.490170335857349,5.818181818181818,6
t6628,12,70,1.580968547870134,3.502481735251469,5.833333333333333,6
t6629,43,228,1.4713886832512262,3.101335050985047,5.3023255813953485,6
t6630,20,102,1.429959973156646,2.9744236133768647,5.1,6
t6631,37,204,1.5154327357153348,3.25748161065236,5.513513513513513,6
t6632,43,228,1.4724221353286533,3.114673292920621,5.3023255813953485,6
t6633,11,58,1.464200627170103,3.074881393209315,5.2727272727272725,6
t6634,12,64,1.4768159309133506,3.1185209771765288,5.333333333333333,6
t6635,11,58,1.464620561607293,3.0748813932102674,5.2727272727272725,6
t6636,12,64,1.477251227867625,3.118520977156784,5.333333333333333,6
t6637,11,62,1.540009117412969,3.34586620235908,5.636363636363637,6
t6638,12,68,1.546288634641943,3.369486636693966,5.666666666666667,6
t6639,11,58,1.4644450549075356,3.0748813932280963,5.2727272727272725,6
t6640,10,56,1.5327275440811068,3.3177421789046013,5.6,6
t6641,11,62,1.5402421641772617,3.345866202337369,5.636363636363637,6
t6642,11,62,1.5402994656716482,3.3458662023377865,5.636363636363637,6
t6643,12,68,1.5465564131503065,3.369486636692915,5.666666666666667,6
t6644,11,62,1.5403166028400963,3.345866202337981,5.636363636363637,6
t6645,16,84,1.4613663658561495,3.076352140444987,5.25,6
t6646,24,120,1.407669873992975,2.8939736072391846,5.0,6
t6647,12,60,1.4084069611425614,2.902230601183167,5.0,6
t6648,24,120,1.4089772570953316,2.9075977315217365,5.0,6
t6649,12,60,1.4083216153971474,2.900752344557351,5.0,6
t6650,16,84,1.4608569467154473,3.0694844735832727,5.25,6
t6651,12,62,1.4437237339747788,3.015853117646188,5.166666666666667,6
t6652,12,60,1.409632743847146,2.914320683565944,5.0,6
t6653,39,198,1.426376938414665,2.9734945644826167,5.076923076923077,6
t6654,15,76,1.4243075190892596,2.967099340927282,5.066666666666666,6
t6655,17,86,1.422721241000238,2.96233782868609,5.0588235294117645,6
t6656,17,86,1.4223075026167935,2.958240529409862,5.0588235294117645,6
t6657,24,120,1.4102803628458052,2.9208529219460586,5.0,6
t6658,31,162,1.456220921277377,3.0583229607378115,5.225806451612903,6
t6659,21,108,1.4395234739917937,3.0094101310447714,5.142857142857143,6
t6660,24,120,1.4097192217005272,2.9157514555788544,5.0,6
t6661,12,60,1.4097064955201268,2.915496529741772,5.0,6
t6662,14,72,1.440052639582303,3.015083087505574,5.142857142857143,6
t6663,42,216,1.4368708777996373,2.9891038030281187,5.142857142857143,6
t6664,15,76,1.424742327754925,2.970765186195181,5.066666666666666,6
t6665,35,204,1.5778624529983647,3.48478327424506,5.828571428571428,6
t6666,36,210,1.5789046474696642,3.4891045347620406,5.833333333333333,6
t6667,34,192,1.537954386574262,3.319887521802348,5.647058823529412,6
t6668,33,180,1.4951065205364615,3.1499439960875555,5.454545454545454,6
t6669,15,84,1.5276190217487184,3.279821705642977,5.6,6
t6670,22,114,1.4336088414588626,2.9248295774169017,5.181818181818182,6
t6671,12,66,1.505182060442055,3.18878695117366,5.5,6
t6672,11,60,1.4950906715130854,3.150519825636769,5.454545454545454,6
t6673,11,60,1.4952889707153745,3.1540672008486683,5.454545454545454,6
